Product_name,Category,Review,Overall Sentiment Score,reviewer_name,age,gender,area
Wijaya White Rice Flour 1Kg,Herbs & Spices,safe packaging and delivered on time .we are satisfied with daraz. highly recommend .👍👍,0,Bathri Albert,41,Male,Eastern
Wijaya White Rice Flour 1Kg,Herbs & Spices,quality product.cheap price.safety packaging. I recommend this item.thank you Daraz.,1,Davis Sophia,51,Female,Western
Wijaya White Rice Flour 1Kg,Herbs & Spices,I got my order today. best products and best price . It's cheaper than from local retail stores. nicely packed and free delivered. Thank you daraz.☺☺,0,Miller Karthi,64,Female,Eastern
Wijaya White Rice Flour 1Kg,Herbs & Spices,Good product for a fair price and gave a considerable discount so it was cheaper than buying from a grocery store. Thanks,0,Bathri Saini,35,Male,North Central
Wijaya White Rice Flour 1Kg,Herbs & Spices,bad packing,4,Miller Thinesh,57,Female,Eastern
Wijaya White Rice Flour 1Kg,Herbs & Spices,Poor packaging. Half of the flour is wasted on the box. ,3,Soosai Emma,71,Female,Eastern
Wijaya White Rice Flour 1Kg,Herbs & Spices,I received my order . best offer. well packed and best products. Thank you very much ,0,Christopher Daniel,49,Male,Sabaragamuwa
Wijaya White Rice Flour 1Kg,Herbs & Spices,I've been damaged twice. The flour is scattered. Pack it well and send it back. ,0,Wilson Albert,24,Male,Uva
Wijaya White Rice Flour 1Kg,Herbs & Spices,Order Placed with other Dmart items on the “Rush Hour” 4pm-5pm and I got huge discounts on because I Collected lot of Daraz Vouchers before 11.11.2021. Also Got Free Delivery. Delivered items fast and safely. Big thanks to Daraz team and Wijaya Team. Wishing you both companies a lot of success.,0,Christopher Matthew,23,Female,Uva
Wijaya White Rice Flour 1Kg,Herbs & Spices,"Good quality, best price, Well Packing & Recommended.",0,Taylor Matthew,72,Female,Western
Wijaya White Rice Flour 1Kg,Herbs & Spices,Good product.I made string hoppers and hoppers from this product. I have got discounts from daraz.Thanks daraz,1,Miller Michael,45,Female,Western
Wijaya White Rice Flour 1Kg,Herbs & Spices,best products in Sri lanka. really appreciate the discount . safely packed and delivered on time . Thank you daraz . Thank you seller .😊😊😊,0,Vithujan Emily,27,Male,Western
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,"Product quality is excellent... Newly manufactured and fresh, expiry date is not even closer... Original product directly from official store of the company... Unbelievable price with a good discount from daraz and credit card... Definitely worth for the money... Packaging was perfect and no damages what so ever... Shipped within a day to Matale... Seller and the item highly recommended...",0,Anderson Jane,75,Female,Western
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Thanks Daraz. Really well packed as always. Happy buying.,0,Maryam John,44,Male,North Western
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,"Items received. Well packed, Delivered on Next day. ❤️ Daraz ",1,Bathri Karthi,35,Female,North Western
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Delivery date was 28th to 31st March. Received goods on 25th. Extremely satisfied. Will be definitely recommend this seller.,0,Jones John,37,Female,North Central
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,A thick white paper listing ingredients was stuck on the entire back of the packet covering the expiry date. I could not peel it off so I was not happy with my purchase.,3,Maryam Michael,42,Female,Central
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,The product I received doesn't smell or taste like Nigerian knorr cubes. The packaging was also different. Maybe it's the new branding but what I got had some pot of beef stew on the outer cover and doesn't have any smell or taste at all.,2,Bathri Matthew,63,Female,Central
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,"my kitchen master, I used every day good price and discount ",1,Vithujan Daniel,28,Female,Eastern
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Very cheap. Well packed. Received safely. Thank you very much.,0,Vithujan Saini,34,Male,North Western
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Loved knorr chicken flavour maggi cubes. Made in Nigeria and gives your ingredients an immense amount of flavour! I love it. Will def order again,0,Soosai Emma,71,Female,Eastern
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Loved knorr chicken flavour maggi cubes. Made in Nigeria and gives your ingredients an immense amount of flavour! I love it. Will def order again,0,Maryam Karthi,48,Male,Southern
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Was in excellent condition when delivered ,1,Bathri Olivia,44,Female,Uva
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,Came packed well thanks daraz,0,Maryam Emily,22,Male,North Central
Sakthi Garam Masala 50g,Herbs & Spices,Very good product. 🤘🤘 Very well packaged. A very reasonable product for the price I paid. 🙂 I look forward to continuing to deal with you. I highly recommend this product to everyone.💯💯👍,0,Jones Michael,35,Male,Northern
Sakthi Garam Masala 50g,Herbs & Spices,Good product. Well packed and fast delivery. This is the second time I am purchasing from this seller. Highly recommended 🙂🙂🙂,0,Vithujan Daniel,28,Female,Eastern
Sakthi Garam Masala 50g,Herbs & Spices,exellent product.best seller.thank you so much.😊👍,2,Jones Emily,53,Male,Eastern
Sakthi Garam Masala 50g,Herbs & Spices,👍 good product . fast delivery . thanks.,0,Christopher Emma,29,Female,North Central
Sakthi Garam Masala 50g,Herbs & Spices,suitable for all non veg recipes,2,Smith Sophia,41,Female,Sabaragamuwa
Sakthi Garam Masala 50g,Herbs & Spices,along with this you sent me broken chipped marmalade bottle your customer care is not answering please replace thay,4,Soosai Thinesh,74,Female,Northern
Sakthi Garam Masala 50g,Herbs & Spices,Its aromatic and super flavourful.This is a must to keep in your kitchen pantry if you are a fan of indian cuisine. ,0,Kumar Sophia,47,Female,Uva
Sakthi Garam Masala 50g,Herbs & Spices,Very reasonable price and absolutely good quality. super fast delivery. I've being buying these for months ,0,Bathri Saini,35,Male,North Central
Sakthi Garam Masala 50g,Herbs & Spices,"lightning fast Delivery, Delivered within 24hours of ordering, Well packed too.",1,Bathri Albert,41,Male,Eastern
Sakthi Garam Masala 50g,Herbs & Spices,best quality products. fast and safe shipping. trusted seller.,0,Kumar Vinoth,23,Female,Western
Sakthi Garam Masala 50g,Herbs & Spices,worst seller. don't buy guys they send me expired goods,3,Johnson Emma,28,Male,Central
Sakthi Garam Masala 50g,Herbs & Spices,Super stuff ! Recommended products! Thanks a lot! ,0,Kumar Zidan,63,Male,Southern
Sakthi Garam Masala 50g,Herbs & Spices,the price is not okay for the quantity ,2,Taylor John,26,Male,Northern
Sakthi Garam Masala 50g,Herbs & Spices,best for chicken briyani,0,Wilson Michael,30,Female,Central
Sakthi Garam Masala 50g,Herbs & Spices,Just what I needed ,0,Vithujan Thinesh,73,Male,North Western
Sakthi Garam Masala 50g,Herbs & Spices,Friendly service ,0,Vithujan David,57,Female,North Central
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,"The product is good but the expiry date is next month ,so I can’t use it for a longer time ,pls send us products with a longer expiry date without ones that are just about to expire,otherwise it’s not worth for the price we pay",2,Williams Michael,42,Female,Eastern
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,this is not dill leaves..dill leaves is like fern type..this is fenugreek leaves... for no use..no smell at all..just gives a dry leaves smell.. dissatisfied..,2,Miller Sophia,32,Male,Northern
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Good Product & Fast delivery by Seller,1,Vithujan Olivia,60,Male,Sabaragamuwa
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Short expires,1,Christopher Daniel,49,Male,Sabaragamuwa
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Packet is big and worth of money 🥰👍🏻,1,Wilson Daniel,62,Male,Eastern
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Very good product. Came less than 24 hours to Monaragala. highly appreciate your service..,0,Maryam David,55,Female,North Central
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,"Great product , recevied in good condition , highly recommended",0,Williams Saini,46,Female,North Central
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,"Received in good condition , high quality",1,Kumar Zidan,63,Male,Southern
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Excellent service. Thanks,0,Maryam Daniel,61,Female,Western
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,This is not a Kasturi meti 😠😠,0,Davis Vinoth,49,Female,Southern
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Looks good. 👍thanks,1,Smith Sophia,41,Female,Sabaragamuwa
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Item received very fast. Safly packed. Looks good. Will update the results after using. Thanx seller.,1,Anderson David,30,Male,North Western
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Hope this will be a good product with good result.will update later,0,Wilson Albert,24,Male,Uva
Everest Kasuri Methi (Dry Fenugreek Leaf) 100g,Herbs & Spices,Very good product. successful results. It's original. Thanks Daraz.,0,Bathri Saini,35,Male,North Central
Wijaya Chilli Pieces 500g.,Herbs & Spices,"I ordered 03 Nos. But nothing was received. But Daraz did not take the responsibility for the missing goods. Think twice when ordering Dmart products. Order No: #208102850588621 03 Nos. Wijaya Chilli Pieces 500g. Rs. 1,033 X 3 Waste of money.",3,Bathri Thinesh,30,Male,North Western
Wijaya Chilli Pieces 500g.,Herbs & Spices,Wijaya products are always quality products and highly recommended. Package was well packed and very quickly delivered,1,Smith Thinesh,28,Male,Southern
Wijaya Chilli Pieces 500g.,Herbs & Spices,packet is damaged.So i'm very disappointed.,1,Vithujan Saini,34,Male,North Western
Wijaya Chilli Pieces 500g.,Herbs & Spices,"I have  received my order, thank you once again for your excellent service even during this curfew situation. I was delighted with my purchase😍😍 It was a pleasure doing business with you,Thanks so much again ❤❤❤❤ Thank you Daraz 🤗🤗 Well packaging and Good quality #ExcellentService  #HighlyRecomended👍",0,Vithujan Michael,49,Female,North Central
Wijaya Chilli Pieces 500g.,Herbs & Spices,Original Wijaya products. Quick and safe delivert. Expiry date is about 6 months ahead. Product price is different with the mentioned price in the deal. Seems a previous product batch before the price increase. Happy with the product and deal from Daraz. Thanks!!!,0,Bathri Karthi,35,Female,North Western
Wijaya Chilli Pieces 500g.,Herbs & Spices,"Good products packaging is okay , Daraz must try to deliver the same day for groceries , thanks",0,Wilson Olivia,45,Male,Eastern
Wijaya Chilli Pieces 500g.,Herbs & Spices,I have received old stock.. ,2,Kumar Sophia,47,Female,Uva
Wijaya Chilli Pieces 500g.,Herbs & Spices,well packed and newly products .highly recommended Thank you very much daraz .😊😊,0,Kumar Daniel,59,Female,Northern
Wijaya Chilli Pieces 500g.,Herbs & Spices,"packet mentioned Rs. 1190/=, but I bought Rs. 1390/=. I believe daraz market is cheeper than others.",0,Anderson Michael,66,Male,North Central
Wijaya Chilli Pieces 500g.,Herbs & Spices,Date manufactured April,2,Johnson Jane,49,Male,Uva
Wijaya Chilli Pieces 500g.,Herbs & Spices,Good. thanks. very good product wijaya we all know,0,Miller John,44,Male,Uva
Wijaya Chilli Pieces 500g.,Herbs & Spices,quick delivery thanks ,1,Vithujan Saini,34,Male,North Western
Wijaya Chilli Pieces 500g.,Herbs & Spices,Quick delivery...newly manufactured items from authorized seller...long expiry date..safety packing...with big discount.best price in the market..thank you...highly recommended.....,2,Christopher Emma,29,Female,North Central
Wijaya Chilli Pieces 500g.,Herbs & Spices,Quality product as always ,2,Brown Albert,22,Female,Northern
Wijaya Chilli Pieces 500g.,Herbs & Spices,expair date too far.,2,Anderson Sophia,23,Male,North Western
Wijaya Chilli Pieces 500g.,Herbs & Spices,Received well.,2,Kumar Emma,71,Male,Eastern
Wijaya Chilli Pieces 500g.,Herbs & Spices,Actually very good product. this is my first order through daraz. Also fast delivery.Thank you Daraz,1,Wilson Michael,30,Female,Central
Wijaya Chilli Pieces 500g.,Herbs & Spices,I'm loving this deal. Ordered twice and the products were well packed. Great offer Daraz. Thank you!,0,Johnson Emily,19,Male,Southern
Wijaya Chilli Pieces 500g.,Herbs & Spices,Fast Delivery.. Really Appreciate the discount too. Everything was packed nicely. Thumbs Up,0,Wilson David,57,Female,Sabaragamuwa
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Received as advertised. Recent MFD. (New products) Received before the mentioned time.,2,Kumar David,73,Female,Sabaragamuwa
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,"Good quality, also very well packed and delivered very fast by dMart.",0,Christopher Emma,29,Female,North Central
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Delivery got delayed due to curfew. Anyhow thanks for your effort to deliver.... Awaiting one more item ordered 3 weeks back....,1,Kumar Albert,37,Female,North Central
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Cheaper than Cargills and Keels super..!,2,Maryam Emily,22,Male,North Central
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,without delivery charges much better,1,Soosai Karthi,20,Female,Northern
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,"Received as advertised Expiry date 2023 Proper pricing marked in the packet Quality, Vijaya products are always exceptional ",2,Taylor Emily,70,Female,Southern
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Wijaya product is always good quality 👍,1,Smith Jane,64,Male,North Western
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,charged more than the marked price,4,Brown Karthi,56,Female,Uva
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Good Products!!,1,Anderson David,30,Male,North Western
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Thank you! Great service! ♥️ My mom was extremely happy! We ordered an entire batch again to store! Keep it up guys! ,0,Wilson Thinesh,57,Male,Sabaragamuwa
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Nothing to complain/praise. They are the same FMCG products available in Supermarkets. Good Packaging and fast delivery,1,Vithujan Saini,34,Male,North Western
Wijaya Jaffna Curry Powder 100g.,Herbs & Spices,Excellent product. Recommended!,0,Bathri Saini,35,Male,North Central
